idfuente,nombre_archivo,nombre_serie,signatura,tipo_doc,titulo_doc,fecha_doc,folio_pagina,contenido,URL
328,Archivo General de Indias,Correos,"CORREOS,273B,R.1",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1776-09-30,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41196
329,Archivo General de Indias,Correos,"CORREOS,273A,R.10",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1771-03-05,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41187
330,Archivo General de Indias,Correos,"CORREOS,273A,R.17",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1776-03-05,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41194
331,Archivo General de Indias,Correos,"CORREOS,273A,R.15",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1774-10-02,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, Francisco de Llanos, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41192
332,Archivo General de Indias,Correos,"CORREOS,273A,R.16",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1775-07-01,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán, José Montaño y de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41193
333,Archivo General de Indias,Correos,"CORREOS,273B,R.3",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1779-02-03,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Manuel Fernández Trelles, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41198
334,Archivo General de Indias,Correos,"CORREOS,273A,R.4",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1767-03-07,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41181
335,Archivo General de Indias,Correos,"CORREOS,279B,R.18",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1765-01-23,NULL,"Diario de navegación del paquebote 'El Rey' al mando de su capitán Mateo de Urcullu, procedente de los astilleros de Sorroza.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41321
336,Archivo General de Indias,Correos,"CORREOS,273B,R.6",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1787-01-07,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Francisco Antonio Abello, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41201
337,Archivo General de Indias,Correos,"CORREOS,273A,R.6",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1768-11-01,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41183
338,Archivo General de Indias,Correos,"CORREOS,273B,R.5",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1781-09-14,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Pedro del Barco, con destino a la carrera de La Habana. Este paquebot partió del puerto de Cádiz, a donde había llegado del viaje anterior",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41200
339,Archivo General de Indias,Correos,"CORREOS,273B,R.7",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1791-04-17,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Silvestre de Zabala, con destino a la carrera de La Habana. Estuvo tres meses en el puerto de Montevideo",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41202
340,Archivo General de Indias,Correos,"CORREOS,273A,R.1",Diario de navegación,Diario de navegación del paquebot ''El Rey'',1765-04-07,NULL,"Diario de navegación del paquebot 'El Rey' al mando de su capitán, Antonio de la Cuadra, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41178
341,Archivo General de Indias,Correos,"CORREOS,194B,R.4",Diario de navegación,Diario de navegación del paquebot ''El Tenerife'',1782-01-13,NULL,"Diario de navegación del paquebot 'El Tenerife' al mando de su capitán, Juan Antonio González, con destino a la carrera de Buenos Aires. Estuvo en Montevideo desde el 15 de marzo hasta el 15 de octubre de 1782",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40892
342,Archivo General de Indias,Correos,"CORREOS,194B,R.3",Diario de navegación,Diario de navegación del paquebot ''El Tenerife'',1779-06-04,NULL,"Diario de navegación del paquebot 'El Tenerife' al mando de su capitán, Manuel de Abona, con destino a la carrera de Buenos Aires. El 3 de marzo de 1780 arribó al puerto de Camariñas",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40891
343,Archivo General de Indias,Correos,"CORREOS,193B,R.9",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1777-12-20,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Manuel de Abona, con destino a la carrera de Buenos Aires. El 25 de diciembre de 1777 tuvo que resguardarse en el puerto de El Ferrol por temporal",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40876
344,Archivo General de Indias,Correos,"CORREOS,271A,R.1",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1777-01-04,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, José de Merino, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41121
345,Archivo General de Indias,Correos,"CORREOS,193B,R.8",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1776-03-01,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, José de Merino, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40875
346,Archivo General de Indias,Correos,"CORREOS,271A,R.8",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1792-08-01,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Pedro del Barco, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41128
347,Archivo General de Indias,Correos,"CORREOS,271A,R.4",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1788-02-06,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Ignacio Pérez, con destino a la carrera de La Habana.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41124
348,Archivo General de Indias,Correos,"CORREOS,271A,R.5",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1788-06-04,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán Francisco Antonio Abello, con destino a la carrera de La Habana. Acompaña el dibujo de un pájaro encontrado cerca del Canal de Las Bahamas",http://pares.mcu.es/ParesBusquedas20/catalogo/show/41125
349,Archivo General de Indias,Correos,"CORREOS,193B,R.4",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1772-04-17,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Juan Antonio González, con destino a la carrera de Buenos Aires. El 1 de diciembre de 1772 arribó al puerto de El Ferrol",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40871
350,Archivo General de Indias,Correos,"CORREOS,193B,R.2",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1769-09-15,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Andrés Vélez, con destino a la carrera de Buenos Aires. Se encuentran separados los viajes de ida y de vuelta",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40869
351,Archivo General de Indias,Correos,"CORREOS,193B,R.10",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1779-02-19,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Francisco Antonio Abello, con destino a la carrera de Buenos Aires. Se refiere únicamente al extracto de novedades",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40877
352,Archivo General de Indias,Correos,"CORREOS,195B,R.8",Diario de navegación,Diario de navegación del paquebot ''El Tucumán'',1777-12-20,NULL,"Diario de navegación del paquebot 'El Tucumán' al mando de su capitán, Matías Rivera y Artacho, con destino a la carrera de Buenos Aires.",http://pares.mcu.es/ParesBusquedas20/catalogo/show/40918
